INT,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
13801,巨猿克星,PVE,去热砂荒漠击败2000只巨猿,击杀怪物,巨猿;巨猿0,2000,20,,,,,,,,2,,
13802,巨猿终结者,PVE,去热砂荒漠击败10000只巨猿,击杀怪物,巨猿;巨猿0,10000,50,,,,,,,,2,,
13900,沙雕猎人,PVE,去热砂荒漠击败500只沙雕,击杀怪物,沙雕;沙雕0,500,5,,,,,,,,2,,
13901,沙雕克星,PVE,去热砂荒漠击败2000只沙雕,击杀怪物,沙雕;沙雕0,2000,20,,,,,,,,2,,
13902,沙雕终结者,PVE,去热砂荒漠击败10000只沙雕,击杀怪物,沙雕;沙雕0,10000,50,,,,,,,,2,,
14000,沙蝎猎人,PVE,去热砂荒漠击败500只沙蝎,击杀怪物,沙蝎;沙蝎0,500,5,,,,,,,,2,,
14001,沙蝎克星,PVE,去热砂荒漠击败2000只沙蝎,击杀怪物,沙蝎;沙蝎0,2000,20,,,,,,,,2,,
14002,沙蝎终结者,PVE,去热砂荒漠击败10000只沙蝎,击杀怪物,沙蝎;沙蝎0,10000,50,,,,,,,,2,,
14100,尸卫猎人,PVE,去将军坟击败500只尸卫,击杀怪物,尸卫;尸卫0;尸卫10;尸卫100,500,5,,,,,,,,2,,
14101,尸卫克星,PVE,去将军坟击败2000只尸卫,击杀怪物,尸卫;尸卫0;尸卫10;尸卫100,2000,20,,,,,,,,2,,
14102,尸卫终结者,PVE,去将军坟击败10000只尸卫,击杀怪物,尸卫;尸卫0;尸卫10;尸卫100,10000,50,,,,,,,,2,,
14200,尸卫勇士猎人,PVE,去将军坟击败500只尸卫勇士,击杀怪物,尸卫勇士;尸卫勇士0;尸卫勇士10;尸卫勇士100,500,5,,,,,,,,2,,
14201,尸卫勇士克星,PVE,去将军坟击败2000只尸卫勇士,击杀怪物,尸卫勇士;尸卫勇士0;尸卫勇士10;尸卫勇士100,2000,20,,,,,,,,2,,
14202,尸卫勇士终结者,PVE,去将军坟击败10000只尸卫勇士,击杀怪物,尸卫勇士;尸卫勇士0;尸卫勇士10;尸卫勇士100,10000,50,,,,,,,,2,,
14300,尸卫战将猎人,PVE,去将军坟击败500只尸卫战将,击杀怪物,尸卫战将;尸卫战将0;尸卫战将10;尸卫战将100,500,5,,,,,,,,2,,
14301,尸卫战将克星,PVE,去将军坟击败2000只尸卫战将,击杀怪物,尸卫战将;尸卫战将0;尸卫战将10;尸卫战将100,2000,20,,,,,,,,2,,
14302,尸卫战将终结者,PVE,去将军坟击败10000只尸卫战将,击杀怪物,尸卫战将;尸卫战将0;尸卫战将10;尸卫战将100,10000,50,,,,,,,,2,,
14400,僵尸猎人,PVE,去矿洞击败500只僵尸,击杀怪物,僵尸2;僵尸3;僵尸20;僵尸30;僵尸29;僵尸19,500,5,,,,,,,,2,,
14401,僵尸克星,PVE,去矿洞击败2000只僵尸,击杀怪物,僵尸2;僵尸3;僵尸20;僵尸30;僵尸29;僵尸19,2000,20,,,,,,,,2,,
14402,僵尸终结者,PVE,去矿洞击败10000只僵尸,击杀怪物,僵尸2;僵尸3;僵尸20;僵尸30;僵尸29;僵尸19,10000,50,,,,,,,,2,,
14500,铜人猎人,PVE,去机关洞击败500只铜人,击杀怪物,铜人;铜人0;铜人2;铜人20,500,5,,,,,,,,2,,
14501,铜人克星,PVE,去机关洞击败2000只铜人,击杀怪物,铜人;铜人0;铜人2;铜人20,2000,20,,,,,,,,2,,
14502,铜人终结者,PVE,去机关洞击败10000只铜人,击杀怪物,铜人;铜人0;铜人2;铜人20,10000,50,,,,,,,,2,,
14600,青铜兽猎人,PVE,去机关洞击败500只青铜兽,击杀怪物,青铜兽;青铜兽0;青铜兽2;青铜兽20;青铜兽327,500,5,,,,,,,,2,,
14601,青铜兽克星,PVE,去机关洞击败2000只青铜兽,击杀怪物,青铜兽;青铜兽0;青铜兽2;青铜兽20;青铜兽327,2000,20,,,,,,,,2,,
14602,青铜兽终结者,PVE,去机关洞击败10000只青铜兽,击杀怪物,青铜兽;青铜兽0;青铜兽2;青铜兽20;青铜兽327,10000,50,,,,,,,,2,,
14700,滚刀手猎人,PVE,去机关洞击败500只滚刀手,击杀怪物,滚刀手;滚刀手0;滚刀手2;滚刀手20,500,5,,,,,,,,2,,
14701,滚刀手克星,PVE,去机关洞击败2000只滚刀手,击杀怪物,滚刀手;滚刀手0;滚刀手2;滚刀手20,2000,20,,,,,,,,2,,
14702,滚刀手终结者,PVE,去机关洞击败10000只滚刀手,击杀怪物,滚刀手;滚刀手0;滚刀手2;滚刀手20,10000,50,,,,,,,,2,,
14800,圣甲虫猎人,PVE,去蛇洞击败500只圣甲虫,击杀怪物,圣甲虫;圣甲虫0,500,5,,,,,,,,2,,
14801,圣甲虫克星,PVE,去蛇洞击败2000只圣甲虫,击杀怪物,圣甲虫;圣甲虫0,2000,20,,,,,,,,2,,
14802,圣甲虫终结者,PVE,去蛇洞击败10000只圣甲虫,击杀怪物,圣甲虫;圣甲虫0,10000,50,,,,,,,,2,,
14900,红蛇妖猎人,PVE,去蛇洞击败500只红蛇妖,击杀怪物,红蛇妖;红蛇妖0,500,5,,,,,,,,2,,
14901,红蛇妖克星,PVE,去蛇洞击败2000只红蛇妖,击杀怪物,红蛇妖;红蛇妖0,2000,20,,,,,,,,2,,
14902,红蛇妖终结者,PVE,去蛇洞击败10000只红蛇妖,击杀怪物,红蛇妖;红蛇妖0,10000,50,,,,,,,,2,,
15000,黑蛇妖猎人,PVE,去蛇洞击败500只黑蛇妖,击杀怪物,黑蛇妖;黑蛇妖0,500,5,,,,,,,,2,,
15001,黑蛇妖克星,PVE,去蛇洞击败2000只黑蛇妖,击杀怪物,黑蛇妖;黑蛇妖0,2000,20,,,,,,,,2,,
15002,黑蛇妖终结者,PVE,去蛇洞击败10000只黑蛇妖,击杀怪物,黑蛇妖;黑蛇妖0,10000,50,,,,,,,,2,,
15100,地下小鬼猎人,PVE,去逆魔古刹击败500只地下小鬼,击杀怪物,地下小鬼;地下小鬼0,500,5,,,,,,,,2,,
15101,地下小鬼克星,PVE,去逆魔古刹击败2000只地下小鬼,击杀怪物,地下小鬼;地下小鬼0,2000,20,,,,,,,,2,,
15102,地下小鬼终结者,PVE,去逆魔古刹击败10000只地下小鬼,击杀怪物,地下小鬼;地下小鬼0,10000,50,,,,,,,,2,,
15200,逆魔卫士猎人,PVE,去逆魔古刹击败500只逆魔卫士,击杀怪物,逆魔卫士A;逆魔卫士0A,500,5,,,,,,,,2,,
15201,逆魔卫士克星,PVE,去逆魔古刹击败2000只逆魔卫士,击杀怪物,逆魔卫士A;逆魔卫士0A,2000,20,,,,,,,,2,,
15202,逆魔卫士终结者,PVE,去逆魔古刹击败10000只逆魔卫士,击杀怪物,逆魔卫士A;逆魔卫士0A,10000,50,,,,,,,,2,,
15300,逆魔雕像猎人,PVE,去逆魔古刹击败500只逆魔雕像,击杀怪物,逆魔雕像A;逆魔雕像0A,500,5,,,,,,,,2,,
15301,逆魔雕像克星,PVE,去逆魔古刹击败2000只逆魔雕像,击杀怪物,逆魔雕像A;逆魔雕像0A,2000,20,,,,,,,,2,,
15302,逆魔雕像终结者,PVE,去逆魔古刹击败10000只逆魔雕像,击杀怪物,逆魔雕像A;逆魔雕像0A,10000,50,,,,,,,,2,,
15400,毒妖猎人,PVE,去禁地击败500只毒妖,击杀怪物,毒妖05;毒妖;毒妖0;毒妖050;毒妖55,500,5,,,,,,,,2,,
15401,毒妖克星,PVE,去禁地击败2000只毒妖,击杀怪物,毒妖05;毒妖;毒妖0;毒妖050;毒妖55,2000,20,,,,,,,,2,,
15402,毒妖终结者,PVE,去禁地击败10000只毒妖,击杀怪物,毒妖05;毒妖;毒妖0;毒妖050;毒妖55,10000,50,,,,,,,,2,,
15500,藤妖猎人,PVE,去禁地击败500只藤妖,击杀怪物,藤妖05;藤妖;藤妖0;藤妖050;藤妖55,500,5,,,,,,,,2,,
15501,藤妖克星,PVE,去禁地击败2000只藤妖,击杀怪物,藤妖05;藤妖;藤妖0;藤妖050;藤妖55,2000,20,,,,,,,,2,,
15502,藤妖终结者,PVE,去禁地击败10000只藤妖,击杀怪物,藤妖05;藤妖;藤妖0;藤妖050;藤妖55,10000,50,,,,,,,,2,,
15600,血魔猎人,PVE,去禁地击败500只血魔,击杀怪物,血魔05;血魔;血魔0;血魔050;血魔55,500,5,,,,,,,,2,,
15601,血魔克星,PVE,去禁地击败2000只血魔,击杀怪物,血魔05;血魔;血魔0;血魔050;血魔55,2000,20,,,,,,,,2,,
15602,血魔终结者,PVE,去禁地击败10000只血魔,击杀怪物,血魔05;血魔;血魔0;血魔050;血魔55,10000,50,,,,,,,,2,,
15603,火烈鸟猎人,PVE,去禁地击败500只火烈鸟,击杀怪物,火烈鸟,500,5,,,,,,,,2,,
15604,火烈鸟克星,PVE,去禁地击败2000只火烈鸟,击杀怪物,火烈鸟,2000,20,,,,,,,,2,,
15605,火烈鸟终结者,PVE,去禁地击败10000只火烈鸟,击杀怪物,火烈鸟,10000,50,,,,,,,,2,,
15606,兽骑兵猎人,PVE,去禁地击败500只兽骑兵,击杀怪物,兽骑兵,500,5,,,,,,,,2,,
15607,兽骑兵克星,PVE,去禁地击败2000只兽骑兵,击杀怪物,兽骑兵,2000,20,,,,,,,,2,,
15608,兽骑兵终结者,PVE,去禁地击败10000只兽骑兵,击杀怪物,兽骑兵,10000,50,,,,,,,,2,,
15609,召魂使猎人,PVE,去禁地击败500只召魂使,击杀怪物,召魂使,500,5,,,,,,,,2,,
15610,召魂使克星,PVE,去禁地击败2000只召魂使,击杀怪物,召魂使,2000,20,,,,,,,,2,,
15611,召魂使终结者,PVE,去禁地击败10000只召魂使,击杀怪物,召魂使,10000,50,,,,,,,,2,,
15612,鬼方火卒猎人,PVE,去禁地击败500只鬼方火卒,击杀怪物,鬼方火卒,500,5,,,,,,,,2,,
15613,鬼方火卒克星,PVE,去禁地击败2000只鬼方火卒,击杀怪物,鬼方火卒,2000,20,,,,,,,,2,,
15614,鬼方火卒终结者,PVE,去禁地击败10000只鬼方火卒,击杀怪物,鬼方火卒,10000,50,,,,,,,,2,,
15615,猛魔枪卒猎人,PVE,去禁地击败500只猛魔枪卒,击杀怪物,猛魔枪卒,500,5,,,,,,,,2,,
15616,猛魔枪卒克星,PVE,去禁地击败2000只猛魔枪卒,击杀怪物,猛魔枪卒,2000,20,,,,,,,,2,,
15617,猛魔枪卒终结者,PVE,去禁地击败10000只猛魔枪卒,击杀怪物,猛魔枪卒,10000,50,,,,,,,,2,,
15618,地火兽弓箭手猎人,PVE,去禁地击败500只地火兽弓箭手,击杀怪物,地火兽弓箭手,500,5,,,,,,,,2,,
15619,地火兽弓箭手克星,PVE,去禁地击败2000只地火兽弓箭手,击杀怪物,地火兽弓箭手,2000,20,,,,,,,,2,,
15620,地火兽弓箭手终结者,PVE,去禁地击败10000只地火兽弓箭手,击杀怪物,地火兽弓箭手,10000,50,,,,,,,,2,,
15700,天降横财-铜锤(一),PVE,打怪掉落一把铜锤,打怪掉落,铜锤,1,5,,,,,,,,2,,
15701,天降横财-铜锤(二),PVE,打怪掉落5把铜锤,打怪掉落,铜锤,5,5,,,,,,,,2,,
15702,天降横财-铜锤(三),PVE,打怪掉落10把铜锤,打怪掉落,铜锤,10,5,,,,,,,,2,,
15800,天降横财-魔法权杖(一),PVE,打怪掉落一把魔法权杖,打怪掉落,魔法权杖,1,10,,,,,,,,2,,
15801,天降横财-魔法权杖(二),PVE,打怪掉落5把魔法权杖,打怪掉落,魔法权杖,5,5,,,,,,,,2,,
15802,天降横财-魔法权杖(三),PVE,打怪掉落10把魔法权杖,打怪掉落,魔法权杖,10,10,,,,,,,,2,,
15900,天降横财-无极(一),PVE,打怪掉落一把无极,打怪掉落,无极,1,5,,,,,,,,2,,
15901,天降横财-无极(二),PVE,打怪掉落5把无极,打怪掉落,无极,5,5,,,,,,,,2,,
15902,天降横财-无极(三),PVE,打怪掉落10把无极,打怪掉落,无极,10,10,,,,,,,,2,,
16000,天降横财-裁决(一),PVE,打怪掉落一把裁决,打怪掉落,裁决,1,5,,,,,,,,2,,9
16001,天降横财-裁决(二),PVE,打怪掉落5把裁决,打怪掉落,裁决,5,5,,,,,,,,2,,
16002,天降横财-裁决(三),PVE,打怪掉落10把裁决,打怪掉落,裁决,10,5,,,,,,,,2,,
16100,天降横财-骨玉(一),PVE,打怪掉落一把骨玉,打怪掉落,骨玉,1,10,,,,,,,,2,,10
16101,天降横财-骨玉(二),PVE,打怪掉落5把骨玉,打怪掉落,骨玉,5,5,,,,,,,,2,,
16102,天降横财-骨玉(三),PVE,打怪掉落10把骨玉,打怪掉落,骨玉,10,10,,,,,,,,2,,
16200,天降横财-龙纹(一),PVE,打怪掉落一把龙纹,打怪掉落,龙纹,1,5,,,,,,,,2,,11
16201,天降横财-龙纹(二),PVE,打怪掉落5把龙纹,打怪掉落,龙纹,5,5,,,,,,,,2,,
16202,天降横财-龙纹(三),PVE,打怪掉落10把龙纹,打怪掉落,龙纹,10,10,,,,,,,,2,,
16300,天降横财-圣战,PVE,打怪掉落一套圣战装备,打怪掉落套装,圣战戒指;圣战手镯;圣战头盔;圣战项链,1,5,,,,,,,,3,圣战戒指;圣战手镯;圣战头盔;圣战项链,
16400,天降横财-法神,PVE,打怪掉落一套法神装备,打怪掉落套装,法神戒指;法神手镯;法神头盔;法神项链,1,5,,,,,,,,3,法神戒指;法神手镯;法神头盔;法神项链,
16500,天降横财-天尊,PVE,打怪掉落一套天尊装备,打怪掉落套装,天尊戒指;天尊手镯;天尊头盔;天尊项链,1,5,,,,,,,,3,天尊戒指;天尊手镯;天尊头盔;天尊项链,
16501,天降横财-神武,PVE,打怪掉落一套神武装备,打怪掉落套装,神武戒指;神武手镯;神武头盔;神武项链,1,5,,,,,,,,3,神武戒指;神武手镯;神武头盔;神武项链,
16502,天降横财-幻魔,PVE,打怪掉落一套幻魔装备,打怪掉落套装,幻魔戒指;幻魔手镯;幻魔头盔;幻魔项链,1,5,,,,,,,,3,幻魔戒指;幻魔手镯;幻魔头盔;幻魔项链,
16503,天降横财-天玄,PVE,打怪掉落一套天玄装备,打怪掉落套装,天玄戒指;天玄手镯;天玄头盔;天玄项链,1,5,,,,,,,,3,天玄戒指;天玄手镯;天玄头盔;天玄项链,
16504,天降横财-战神,PVE,打怪掉落一套战神装备,打怪掉落套装,战神戒指;战神手镯;战神头盔;战神项链,1,5,,,,,,,,3,战神戒指;战神手镯;战神头盔;战神项链,
16505,天降横财-魔神,PVE,打怪掉落一套魔神装备,打怪掉落套装,魔神戒指;魔神手镯;魔神头盔;魔神项链,1,5,,,,,,,,3,魔神戒指;魔神手镯;魔神头盔;魔神项链,
16506,天降横财-道神,PVE,打怪掉落一套道神装备,打怪掉落套装,道神戒指;道神手镯;道神头盔;道神项链,1,5,,,,,,,,3,道神戒指;道神手镯;道神头盔;道神项链,
16507,天降横财-血煞,PVE,打怪掉落一套血煞装备,打怪掉落套装,血煞戒指;血煞手镯;血煞头盔;血煞项链,1,5,,,,,,,,3,血煞戒指;血煞手镯;血煞头盔;血煞项链,
16508,天降横财-魔雷,PVE,打怪掉落一套魔雷装备,打怪掉落套装,魔雷戒指;魔雷手镯;魔雷头盔;魔雷项链,1,5,,,,,,,,3,魔雷戒指;魔雷手镯;魔雷头盔;魔雷项链,
16509,天降横财-幽泉,PVE,打怪掉落一套幽泉装备,打怪掉落套装,幽泉戒指;幽泉手镯;幽泉头盔;幽泉项链,1,5,,,,,,,,3,幽泉戒指;幽泉手镯;幽泉头盔;幽泉项链,
16600,捉襟见肘,PVE,打怪掉落10000金币,打怪掉落,金币,10000,5,,,,,,,,2,,
16700,省吃俭用,PVE,打怪掉落50000金币,打怪掉落,金币,50000,5,,,,,,,,2,,
16701,小有积蓄,PVE,打怪掉落100000金币,打怪掉落,金币,100000,5,,,,,,,,2,,
16702,百忍成金,PVE,打怪掉落500000金币,打怪掉落,金币,500000,5,,,,,,,,2,,
16703,千金家财,PVE,打怪掉落1000000金币,打怪掉落,金币,1000000,5,,,,,,,,2,,
16704,腰缠万贯,PVE,打怪掉落10000000金币,打怪掉落,金币,10000000,10,,,,,,,,2,,
16705,金玉满堂,PVE,打怪掉落100000000金币,打怪掉落,金币,100000000,10,,,,,,,,2,,
16800,伐木菜鸟,PVE,伐木获得1块木材,伐木掉落,木材,1,5,,,,,,,,2,,
16900,伐木新秀,PVE,伐木获得10块木材,伐木掉落,木材,10,5,,,,,,,,2,,
17000,伐木老手,PVE,伐木获得20块木材,伐木掉落,木材,20,5,,,,,,,,2,,
17100,伐木先锋,PVE,伐木获得50块木材,伐木掉落,木材,50,5,,,,,,,,2,,
17200,伐木高手,PVE,伐木获得100块木材,伐木掉落,木材,100,5,,,,,,,,2,,
17201,伐木专家,PVE,伐木获得200块木材,伐木掉落,木材,200,5,,,,,,,,2,,
17202,伐木大师,PVE,伐木获得500块木材,伐木掉落,木材,500,5,,,,,,,,2,,
17203,伐木宗师,PVE,伐木获得1000块木材,伐木掉落,木材,1000,5,,,,,,,,2,,
17204,伐木权威,PVE,伐木获得2000块木材,伐木掉落,木材,2000,10,,,,,,,,2,,
17205,伐木王者,PVE,伐木获得5000块木材,伐木掉落,木材,5000,10,,,,,,,,2,,
17300,采矿菜鸟,PVE,采矿获得1块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,1,5,,,,,,,,2,,
17400,采矿新秀,PVE,采矿获得10块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,10,5,,,,,,,,2,,
17500,采矿老手,PVE,采矿获得20块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,20,5,,,,,,,,2,,
17600,采矿先锋,PVE,采矿获得50块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,50,5,,,,,,,,2,,
17700,采矿高手,PVE,采矿获得100块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,100,5,,,,,,,,2,,
17701,采矿专家,PVE,采矿获得200块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,200,5,,,,,,,,2,,
17702,采矿大师,PVE,采矿获得500块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,500,5,,,,,,,,2,,
17703,采矿宗师,PVE,采矿获得1000块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,1000,5,,,,,,,,2,,
17704,采矿权威,PVE,采矿获得2000块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,2000,10,,,,,,,,2,,
17705,采矿王者,PVE,采矿获得5000块矿石,采矿掉落,金矿;银矿;铜矿;铁矿;黑铁矿石,5000,10,,,,,,,,2,,
17800,勋章菜鸟,装备,勋章升级到2级,达标,升级勋章,2,5,,,,,,,,2,,
17900,勋章新秀,装备,勋章升级到5级,达标,升级勋章,5,5,,,,,,,,2,,
17901,勋章老手,装备,勋章升级到10级,达标,升级勋章,10,5,,,,,,,,2,,
18000,职业炼狱,综合,探索桃园,进入地图,MH054,1,5,,,,,,,,3,桃园,
18100,极品强化(一),装备,进行1次极品强化,极品强化,ANY,1,5,,,,,,,,2,,
18101,极品强化(二),装备,进行5次极品强化,极品强化,ANY,5,5,,,,,,,,2,,
18102,极品强化(三),装备,进行10次极品强化,极品强化,ANY,10,5,,,,,,,,2,,
18103,极品强化(四),装备,进行20次极品强化,极品强化,ANY,20,5,,,,,,,,2,,
18104,极品强化(五),装备,进行50次极品强化,极品强化,ANY,50,5,,,,,,,,2,,
18105,极品强化(六),装备,进行100次极品强化,极品强化,ANY,100,5,,,,,,,,2,,
18106,极品强化(七),装备,进行200次极品强化,极品强化,ANY,200,5,,,,,,,,2,,
18107,极品强化(八),装备,进行300次极品强化,极品强化,ANY,300,5,,,,,,,,2,,
18200,命运(一),装备,打造1把命运,打造命运,ANY,1,5,,,,,,,,2,,
18201,命运(二),装备,打造5把命运,打造命运,ANY,5,5,,,,,,,,2,,
18202,命运(三),装备,打造10把命运,打造命运,ANY,10,5,,,,,,,,2,,
18203,命运(四),装备,打造20把命运,打造命运,ANY,20,5,,,,,,,,2,,
18204,命运(五),装备,打造50把命运,打造命运,ANY,50,5,,,,,,,,2,,
18205,命运(六),装备,打造100把命运,打造命运,ANY,100,5,,,,,,,,2,,
18206,命运(七),装备,打造200把命运,打造命运,ANY,200,5,,,,,,,,2,,
18207,命运(八),装备,打造300把命运,打造命运,ANY,300,5,,,,,,,,2,,
18300,训马菜鸟,装备,抓到1匹马,抓马,ANY,1,5,,,,,,,,2,,
18301,训马新秀,装备,抓到5匹马,抓马,ANY,5,5,,,,,,,,2,,
18302,训马老手,装备,抓到10匹马,抓马,ANY,10,5,,,,,,,,2,,
18303,训马先锋,装备,抓到20匹马,抓马,ANY,20,5,,,,,,,,2,,
18304,训马高手,装备,抓到50匹马,抓马,ANY,50,5,,,,,,,,2,,
18305,抓马专家,装备,抓到100匹马,抓马,ANY,100,5,,,,,,,,2,,
18400,天降横财-小极品(一),PVE,打怪掉落一件小极品,小极品,ANY,1,5,,,,,,,,2,,
18401,天降横财-小极品(二),PVE,打怪掉落5件小极品,小极品,ANY,5,5,,,,,,,,2,,
18402,天降横财-小极品(三),PVE,打怪掉落10件小极品,小极品,ANY,10,5,,,,,,,,2,,
18403,天降横财-小极品(四,PVE,打怪掉落20件小极品,小极品,ANY,20,5,,,,,,,,2,,
18404,天降横财-小极品(五,PVE,打怪掉落50件小极品,小极品,ANY,50,5,,,,,,,,2,,
18405,天降横财-小极品(六),PVE,打怪掉落100件小极品,小极品,ANY,100,5,,,,,,,,2,,
18406,天降横财-小极品(七),PVE,打怪掉落200件小极品,小极品,ANY,200,5,,,,,,,,2,,
18407,天降横财-小极品(八),PVE,打怪掉落300件小极品,小极品,ANY,300,5,,,,,,,,2,,
18500,珍宝满仓(一),PVE,进行1次珍宝值大爆,珍宝值大爆,ANY,1,5,,,,,,,,2,,
18600,珍宝满仓(二),PVE,进行5次珍宝值大爆,珍宝值大爆,ANY,5,5,,,,,,,,2,,
18700,珍宝满仓(三),PVE,进行20次珍宝值大爆,珍宝值大爆,ANY,20,5,,,,,,,,2,,
18800,珍宝满仓(四),PVE,进行100次珍宝值大爆,珍宝值大爆,ANY,100,5,,,,,,,,2,,
18801,珍宝满仓(五),PVE,进行500次珍宝值大爆,珍宝值大爆,ANY,500,5,,,,,,,,2,,
18802,珍宝满仓(六),PVE,进行1000次珍宝值大爆,珍宝值大爆,ANY,1000,5,,,,,,,,2,,
18803,珍宝满仓(七),PVE,进行2000次珍宝值大爆,珍宝值大爆,ANY,2000,5,,,,,,,,2,,
18804,珍宝满仓(八),PVE,进行3000次珍宝值大爆,珍宝值大爆,ANY,3000,5,,,,,,,,2,,
18900,魔龙宝盒终结者,活动,开启1次魔龙宝盒,开启魔龙宝盒,ANY,1,50,,,,,,,,2,,
19000,魔龙宝箱采集者,活动,开启1次魔龙宝箱,采集魔龙宝箱,ANY,1,5,,,,,,,,2,,
19001,魔龙宝箱采集专家,活动,开启10次魔龙宝箱,采集魔龙宝箱,ANY,10,5,,,,,,,,2,,
19002,魔龙宝箱采集大师,活动,开启50次魔龙宝箱,采集魔龙宝箱,ANY,50,5,,,,,,,,2,,
19003,魔龙宝箱采集宗师,活动,开启100次魔龙宝箱,采集魔龙宝箱,ANY,100,5,,,,,,,,2,,
19100,屠龙勇者,活动,进行1次勇者屠龙翻牌,勇者屠龙翻牌,ANY,1,5,,,,,,,,2,,
19101,屠龙高手,活动,进行10次勇者屠龙翻牌,勇者屠龙翻牌,ANY,10,5,,,,,,,,2,,
19102,屠龙专家,活动,进行50次勇者屠龙翻牌,勇者屠龙翻牌,ANY,50,5,,,,,,,,2,,
19103,屠龙大师,活动,进行100次勇者屠龙翻牌,勇者屠龙翻牌,ANY,100,5,,,,,,,,2,,
19104,屠龙宗师,活动,进行500次勇者屠龙翻牌,勇者屠龙翻牌,ANY,500,5,,,,,,,,2,,
19200,要塞勇者,活动,获得1次要塞占领增益,要塞占领,ANY,1,5,,,,,,,,2,,
19201,要塞掌控,活动,获得10次要塞占领增益,要塞占领,ANY,10,5,,,,,,,,2,,
19202,要塞称霸,活动,获得100次要塞占领增益,要塞占领,ANY,100,5,,,,,,,,2,,
19300,火眼金睛(一),装备,鉴定1次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,1,5,,,,,,,,2,,
19301,火眼金睛(二),装备,鉴定10次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,10,5,,,,,,,,2,,
19302,火眼金睛(三),装备,鉴定100次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,100,5,,,,,,,,2,,
19303,火眼金睛(四),装备,鉴定500次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,500,5,,,,,,,,2,,
19304,火眼金睛(五),装备,鉴定1000次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,1000,5,,,,,,,,2,,
19305,火眼金睛(六),装备,鉴定2000次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,2000,5,,,,,,,,2,,
19306,火眼金睛(七),装备,鉴定5000次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,5000,5,,,,,,,,2,,
19307,火眼金睛(八),装备,鉴定10000次灯笼项链或者虎齿项链,鉴定虎齿灯笼,ANY,10000,5,,,,,,,,2,,
