INT,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
20400,幽影武士猎人,PVE,击败500只幽影武士,击杀怪物,幽影武士34;幽影武士20;幽影武士21;幽影武士30;幽影武士31;幽影武士34;幽影武士2;幽影武士51,500,5,,,,,,,,2,,
20500,幽影武士克星,PVE,击败2000只幽影武士,击杀怪物,幽影武士34;幽影武士20;幽影武士21;幽影武士30;幽影武士31;幽影武士34;幽影武士2;幽影武士51,2000,5,,,,,,,,2,,
20600,幽影武士终结者,PVE,击败10000只幽影武士,击杀怪物,幽影武士34;幽影武士20;幽影武士21;幽影武士30;幽影武士31;幽影武士34;幽影武士2;幽影武士51,10000,5,,,,,,,,2,,
20700,天降横财-赤明天帝,PVE,打怪掉落一把赤明天帝,打怪掉落,赤明天帝,1,5,,,,,,,,2,,
20800,天降横财-赤明天帝,PVE,打怪掉落5把赤明天帝,打怪掉落,赤明天帝,5,5,,,,,,,,2,,
20900,天降横财-赤明天帝,PVE,打怪掉落10把赤明天帝,打怪掉落,赤明天帝,10,5,,,,,,,,2,,
21000,天降横财-紫月圣君,PVE,打怪掉落一把紫月圣君,打怪掉落,紫月圣君,1,5,,,,,,,,2,,
21100,天降横财-紫月圣君,PVE,打怪掉落5把紫月圣君,打怪掉落,紫月圣君,5,5,,,,,,,,2,,
21200,天降横财-紫月圣君,PVE,打怪掉落10把紫月圣君,打怪掉落,紫月圣君,10,5,,,,,,,,2,,
21300,天降横财-耀阳圣尊,PVE,打怪掉落一把耀阳圣尊,打怪掉落,耀阳圣尊,1,5,,,,,,,,2,,
21400,天降横财-耀阳圣尊,PVE,打怪掉落5把耀阳圣尊,打怪掉落,耀阳圣尊,5,5,,,,,,,,2,,
21500,天降横财-耀阳圣尊,PVE,打怪掉落10把耀阳圣尊,打怪掉落,耀阳圣尊,10,5,,,,,,,,2,,
21600,天降横财-无赦,PVE,打怪掉落一把无赦,打怪掉落,无赦,1,5,,,,,,,,2,,9
21700,天降横财-无赦,PVE,打怪掉落5把无赦,打怪掉落,无赦,5,5,,,,,,,,2,,
21800,天降横财-无赦,PVE,打怪掉落10把无赦,打怪掉落,无赦,10,5,,,,,,,,2,,
21900,天降横财-夺魄,PVE,打怪掉落一把夺魄,打怪掉落,夺魄,1,5,,,,,,,,2,,10
22000,天降横财-夺魄,PVE,打怪掉落5把夺魄,打怪掉落,夺魄,5,5,,,,,,,,2,,
22100,天降横财-夺魄,PVE,打怪掉落10把夺魄,打怪掉落,夺魄,10,5,,,,,,,,2,,
22200,天降横财-聚灵,PVE,打怪掉落一把聚灵,打怪掉落,聚灵,1,5,,,,,,,,2,,11
22300,天降横财-聚灵,PVE,打怪掉落5把聚灵,打怪掉落,聚灵,5,5,,,,,,,,2,,
22400,天降横财-聚灵,PVE,打怪掉落10把聚灵,打怪掉落,聚灵,10,5,,,,,,,,2,,
22500,天降横财-神武,PVE,打怪掉落一套神武装备,打怪掉落套装,神武戒指;神武手镯;神武头盔;神武项链;神武腰带;神武战靴,1,5,,,,,,,,3,神武戒指;神武手镯;神武头盔;神武项链;神武腰带;神武战靴,
22600,天降横财-幻魔,PVE,打怪掉落一套幻魔装备,打怪掉落套装,幻魔戒指;幻魔手镯;幻魔头盔;幻魔项链;幻魔腰带;幻魔法靴,1,5,,,,,,,,3,幻魔戒指;幻魔手镯;幻魔头盔;幻魔项链;幻魔腰带;幻魔法靴,
22700,天降横财-天玄,PVE,打怪掉落一套天玄装备,打怪掉落套装,天玄戒指;天玄手镯;天玄头盔;天玄项链;天玄腰带;天玄道靴,1,5,,,,,,,,3,天玄戒指;天玄手镯;天玄头盔;天玄项链;天玄腰带;天玄道靴,
22800,天降横财-战神,PVE,打怪掉落一套战神装备,打怪掉落套装,战神戒指;战神手镯;战神头盔;战神项链;战神腰带;战神靴子,1,5,,,,,,,,3,战神戒指;战神手镯;战神头盔;战神项链;战神腰带;战神靴子,
22900,天降横财-魔神,PVE,打怪掉落一套魔神装备,打怪掉落套装,魔神戒指;魔神手镯;魔神头盔;魔神项链;魔神腰带;魔神靴子,1,5,,,,,,,,3,魔神戒指;魔神手镯;魔神头盔;魔神项链;魔神腰带;魔神靴子,
23000,天降横财-道神,PVE,打怪掉落一套道神装备,打怪掉落套装,道神戒指;道神手镯;道神头盔;道神项链;道神腰带;道神靴子,1,5,,,,,,,,3,道神戒指;道神手镯;道神头盔;道神项链;道神腰带;道神靴子,
23100,天降横财-血煞,PVE,打怪掉落一套血煞装备,打怪掉落套装,血煞戒指;血煞手镯;血煞头盔;血煞项链;血煞腰带;血煞靴子,1,5,,,,,,,,3,血煞戒指;血煞手镯;血煞头盔;血煞项链;血煞腰带;血煞靴子,
23200,天降横财-魔雷,PVE,打怪掉落一套魔雷装备,打怪掉落套装,魔雷戒指;魔雷手镯;魔雷头盔;魔雷项链;魔雷腰带;魔雷靴子,1,5,,,,,,,,3,魔雷戒指;魔雷手镯;魔雷头盔;魔雷项链;魔雷腰带;魔雷靴子,
23300,天降横财-幽泉,PVE,打怪掉落一套幽泉装备,打怪掉落套装,幽泉戒指;幽泉手镯;幽泉头盔;幽泉项链;幽泉腰带;幽泉靴子,1,5,,,,,,,,3,幽泉戒指;幽泉手镯;幽泉头盔;幽泉项链;幽泉腰带;幽泉靴子,
23400,天降横财-蟠龙傲天,PVE,打怪掉落一套蟠龙傲天装备,打怪掉落套装,蟠龙傲天戒;蟠龙傲天镯;蟠龙傲天盔;蟠龙傲天链;蟠龙傲天带;蟠龙傲天靴,1,5,,,,,,,,3,蟠龙傲天戒;蟠龙傲天镯;蟠龙傲天盔;蟠龙傲天链;蟠龙傲天带;蟠龙傲天靴,
23500,天降横财-蟠龙幻天,PVE,打怪掉落一套蟠龙幻天装备,打怪掉落套装,蟠龙幻天戒;蟠龙幻天镯;蟠龙幻天盔;蟠龙幻天链;蟠龙幻天带;蟠龙幻天靴,1,5,,,,,,,,3,蟠龙幻天戒;蟠龙幻天镯;蟠龙幻天盔;蟠龙幻天链;蟠龙幻天带;蟠龙幻天靴,
23600,天降横财-蟠龙玄天,PVE,打怪掉落一套蟠龙玄天装备,打怪掉落套装,蟠龙玄天戒;蟠龙玄天镯;蟠龙玄天盔;蟠龙玄天链;蟠龙玄天带;蟠龙玄天靴,1,5,,,,,,,,3,蟠龙玄天戒;蟠龙玄天镯;蟠龙玄天盔;蟠龙玄天链;蟠龙玄天带;蟠龙玄天靴,
23700,天降横财-圣天,PVE,打怪掉落一套圣天装备,打怪掉落套装,圣天戒指;圣天手镯;圣天头盔;圣天项链;圣天腰带;圣天靴子,1,5,,,,,,,,3,圣天戒指;圣天手镯;圣天头盔;圣天项链;圣天腰带;圣天靴子,
23800,天降横财-圣魔,PVE,打怪掉落一套圣魔装备,打怪掉落套装,圣魔戒指;圣魔手镯;圣魔头盔;圣魔项链;圣魔腰带;圣魔靴子,1,5,,,,,,,,3,圣魔戒指;圣魔手镯;圣魔头盔;圣魔项链;圣魔腰带;圣魔靴子,
23900,天降横财-圣道,PVE,打怪掉落一套圣道装备,打怪掉落套装,圣道戒指;圣道手镯;圣道头盔;圣道项链;圣道腰带;圣道靴子,1,5,,,,,,,,3,圣道戒指;圣道手镯;圣道头盔;圣道项链;圣道腰带;圣道靴子,
24000,捉襟见肘,PVE,打怪掉落10000金币,打怪掉落,金币,10000,5,,,,,,,,2,,
24100,省吃俭用,PVE,打怪掉落100000金币,打怪掉落,金币,100000,5,,,,,,,,2,,
24200,小有积蓄,PVE,打怪掉落1000000金币,打怪掉落,金币,1000000,5,,,,,,,,2,,
24300,百忍成金,PVE,打怪掉落10000000金币,打怪掉落,金币,10000000,5,,,,,,,,2,,
24400,千金家财,PVE,打怪掉落100000000金币,打怪掉落,金币,100000000,5,,,,,,,,2,,
24500,腰缠万贯,PVE,打怪掉落1000000000金币,打怪掉落,金币,1000000000,5,,,,,,,,2,,
24600,金玉满堂,PVE,打怪掉落10000000000金币,打怪掉落,金币,2000000000,5,,,,,,,,2,,
24700,铜墙铁壁(一),装备,盾牌强化到两紫星,达标,盾牌升级,10,5,,,,,,,,2,,
24800,铜墙铁壁(二),装备,盾牌强化到三紫星,达标,盾牌升级,19,5,,,,,,,,2,,
24900,铜墙铁壁(三),装备,盾牌强化到四紫星,达标,盾牌升级,28,5,,,,,,,,2,,
25000,铜墙铁壁(四),装备,盾牌强化到五紫星,达标,盾牌升级,37,5,,,,,,,,2,,
25100,铜墙铁壁(五),装备,盾牌强化到六紫星,达标,盾牌升级,46,5,,,,,,,,2,,
25200,金石为开(一),装备,盾牌打开第一个孔,达标,盾牌打孔,1,5,,,,,,,,2,,
25300,金石为开(二),装备,盾牌打开第二个孔,达标,盾牌打孔,2,5,,,,,,,,2,,
25400,金石为开(三),装备,盾牌打开第三个孔,达标,盾牌打孔,3,5,,,,,,,,2,,
25500,金石为开(四),装备,盾牌打开第四个孔,达标,盾牌打孔,4,5,,,,,,,,2,,
25600,金石为开(五),装备,盾牌打开第五个孔,达标,盾牌打孔,5,5,,,,,,,,2,,
25700,能工巧匠(一),装备,进行1次盾牌宝石镶嵌,盾牌镶嵌,ANY,1,5,,,,,,,,2,,
25800,能工巧匠(二),装备,进行10次盾牌宝石镶嵌,盾牌镶嵌,ANY,10,5,,,,,,,,2,,
25900,能工巧匠(三),装备,进行50次盾牌宝石镶嵌,盾牌镶嵌,ANY,50,5,,,,,,,,2,,
26000,能工巧匠(四),装备,进行100次盾牌宝石镶嵌,盾牌镶嵌,ANY,100,5,,,,,,,,2,,
26100,能工巧匠(五),装备,进行200次盾牌宝石镶嵌,盾牌镶嵌,ANY,200,5,,,,,,,,2,,
26200,珠圆玉润(一),装备,进行1次盾牌宝石合成,盾牌宝石合成,ANY,1,5,,,,,,,,2,,
26300,珠圆玉润(二),装备,进行10次盾牌宝石合成,盾牌宝石合成,ANY,10,5,,,,,,,,2,,
26400,珠圆玉润(三),装备,进行50次盾牌宝石合成,盾牌宝石合成,ANY,50,5,,,,,,,,2,,
26500,珠圆玉润(四),装备,进行100次盾牌宝石合成,盾牌宝石合成,ANY,100,5,,,,,,,,2,,
26600,珠圆玉润(五),装备,进行200次盾牌宝石合成,盾牌宝石合成,ANY,200,5,,,,,,,,2,,
26700,流光溢彩(一),装备,进行1次盾牌宝石转换,盾牌宝石转换,ANY,1,5,,,,,,,,2,,
26800,流光溢彩(二),装备,进行10次盾牌宝石转换,盾牌宝石转换,ANY,10,5,,,,,,,,2,,
26900,流光溢彩(三),装备,进行50次盾牌宝石转换,盾牌宝石转换,ANY,50,5,,,,,,,,2,,
27000,流光溢彩(四),装备,进行100次盾牌宝石转换,盾牌宝石转换,ANY,100,5,,,,,,,,2,,
27100,流光溢彩(五),装备,进行200次盾牌宝石转换,盾牌宝石转换,ANY,200,5,,,,,,,,2,,
27200,神佑王者(一),装备,王者神佑升级到2级,达标,神佑升级,2,5,,,,,,,,2,,
27300,神佑王者(二),装备,王者神佑升级到5级,达标,神佑升级,5,5,,,,,,,,2,,
27400,神佑王者(三),装备,王者神佑升级到7级,达标,神佑升级,7,5,,,,,,,,2,,
27500,神佑王者(四),装备,王者神佑升级到9级,达标,神佑升级,9,5,,,,,,,,2,,
27600,神佑王者(五),装备,王者神佑升级到10级,达标,神佑升级,10,5,,,,,,,,2,,
27700,水晶祝福(一),装备,祝福水晶升级到2级,达标,水晶升级,2,5,,,,,,,,2,,
27800,水晶祝福(二),装备,祝福水晶升级到5级,达标,水晶升级,5,5,,,,,,,,2,,
27900,水晶祝福(三),装备,祝福水晶升级到7级,达标,水晶升级,7,5,,,,,,,,2,,
28000,水晶祝福(四),装备,祝福水晶升级到9级,达标,水晶升级,9,5,,,,,,,,2,,
28100,水晶祝福(五),装备,祝福水晶升级到10级,达标,水晶升级,10,5,,,,,,,,2,,
28200,荣耀宝石(一),装备,荣耀宝石升级到2级,达标,荣耀宝石升级,2,5,,,,,,,,2,,
28300,荣耀宝石(二),装备,荣耀宝石升级到5级,达标,荣耀宝石升级,5,5,,,,,,,,2,,
28400,荣耀宝石(三),装备,荣耀宝石升级到7级,达标,荣耀宝石升级,7,5,,,,,,,,2,,
28500,荣耀宝石(四),装备,荣耀宝石升级到9级,达标,荣耀宝石升级,9,5,,,,,,,,2,,
28600,荣耀宝石(五),装备,荣耀宝石升级到10级,达标,荣耀宝石升级,10,5,,,,,,,,2,,
28700,荣耀勋章(一),装备,荣耀勋章升级到2级,达标,荣耀勋章升级,2,5,,,,,,,,2,,
28800,荣耀勋章(二),装备,荣耀勋章升级到5级,达标,荣耀勋章升级,5,5,,,,,,,,2,,
28900,荣耀勋章(三),装备,荣耀勋章升级到7级,达标,荣耀勋章升级,7,5,,,,,,,,2,,
29000,荣耀勋章(四),装备,荣耀勋章升级到9级,达标,荣耀勋章升级,9,5,,,,,,,,2,,
29100,荣耀勋章(五),装备,荣耀勋章升级到10级,达标,荣耀勋章升级,10,5,,,,,,,,2,,
29200,神龙之力(一),装备,所有神龙之力升到1级,达标,神龙之力升级,1,5,,,,,,,,2,,
29300,神龙之力(二),装备,所有神龙之力升到2级,达标,神龙之力升级,2,5,,,,,,,,2,,
29400,神龙之力(三),装备,所有神龙之力升到3级,达标,神龙之力升级,3,5,,,,,,,,2,,
29500,神龙之力(四),装备,所有神龙之力升到4级,达标,神龙之力升级,4,5,,,,,,,,2,,
29600,神龙之力(五),装备,所有神龙之力升到5级,达标,神龙之力升级,5,5,,,,,,,,2,,
29700,神龙之力(六),装备,所有神龙之力升到6级,达标,神龙之力升级,6,5,,,,,,,,2,,
29800,神龙之力(七),装备,所有神龙之力升到7级,达标,神龙之力升级,7,5,,,,,,,,2,,
29900,神龙之力(八),装备,所有神龙之力升到8级,达标,神龙之力升级,8,5,,,,,,,,2,,
30000,神龙之力(九),装备,所有神龙之力升到9级,达标,神龙之力升级,9,5,,,,,,,,2,,
30100,神龙之力(十),装备,所有神龙之力升到10级,达标,神龙之力升级,10,5,,,,,,,,2,,
30200,军机新秀,活动,完成军机令任务1次,完成军机令任务,ANY,1,5,,,,,,,,2,,
30300,军机老手,活动,完成军机令任务10次,完成军机令任务,ANY,10,5,,,,,,,,2,,
30400,军机先锋,活动,完成军机令任务50次,完成军机令任务,ANY,50,5,,,,,,,,2,,
30500,军机高手,活动,完成军机令任务100次,完成军机令任务,ANY,100,5,,,,,,,,2,,
30600,军机专家,活动,完成军机令任务200次,完成军机令任务,ANY,200,5,,,,,,,,2,,
30700,精力充沛(一),综合,补充1点精力值,补充精力值,ANY,1,5,,,,,,,,2,,
30800,精力充沛(二),综合,补充100点精力值,补充精力值,ANY,100,5,,,,,,,,2,,
30900,精力充沛(三),综合,补充1000点精力值,补充精力值,ANY,1000,5,,,,,,,,2,,
31000,精力充沛(四),综合,补充10000点精力值,补充精力值,ANY,10000,5,,,,,,,,2,,
31100,精力充沛(五),综合,补充100000点精力值,补充精力值,ANY,100000,5,,,,,,,,2,,
31200,抚夷校尉,综合,主体军衔达到抚夷校尉,达标,主体军衔,10,5,,,,,,,,2,,
31300,远征先锋,综合,主体军衔达到远征先锋,达标,主体军衔,19,5,,,,,,,,2,,
31400,魔域护军,综合,主体军衔达到魔域护军,达标,主体军衔,28,5,,,,,,,,2,,
31500,铁血军侯,综合,主体军衔达到铁血军侯,达标,主体军衔,37,5,,,,,,,,2,,
31600,破军都尉,综合,主体军衔达到破军都尉,达标,主体军衔,46,5,,,,,,,,2,,
31700,游骑将军,综合,主体军衔达到游骑将军,达标,主体军衔,55,5,,,,,,,,2,,
31800,镇军将军,综合,主体军衔达到镇军将军,达标,主体军衔,64,5,,,,,,,,2,,
31900,大元帅,综合,主体军衔达到大元帅,达标,主体军衔,73,5,,,,,,,,2,,
32000,抚夷校尉·元神,综合,元神军衔达到抚夷校尉,达标,元神军衔,10,5,,,,,,,,2,,
32100,远征先锋·元神,综合,元神军衔达到远征先锋,达标,元神军衔,19,5,,,,,,,,2,,
32200,魔域护军·元神,综合,元神军衔达到魔域护军,达标,元神军衔,28,5,,,,,,,,2,,
32300,铁血军侯·元神,综合,元神军衔达到铁血军侯,达标,元神军衔,37,5,,,,,,,,2,,
32400,破军都尉·元神,综合,元神军衔达到破军都尉,达标,元神军衔,46,5,,,,,,,,2,,
32500,游骑将军·元神,综合,元神军衔达到游骑将军,达标,元神军衔,55,5,,,,,,,,2,,
32600,镇军将军·元神,综合,元神军衔达到镇军将军,达标,元神军衔,64,5,,,,,,,,2,,
32700,大元帅·元神,综合,元神军衔达到大元帅,达标,元神军衔,73,5,,,,,,,,2,,
32800,百兽园新秀,活动,参与百兽园1次,参与百兽园,ANY,1,5,,,,,,,,2,,
32900,百兽园老手,活动,参与百兽园100次,参与百兽园,ANY,100,5,,,,,,,,2,,
33000,百兽园先锋,活动,参与百兽园1000次,参与百兽园,ANY,1000,5,,,,,,,,2,,
33100,百兽园高手,活动,参与百兽园5000次,参与百兽园,ANY,5000,5,,,,,,,,2,,
33200,百兽园专家,活动,参与百兽园10000次,参与百兽园,ANY,10000,5,,,,,,,,2,,
33300,王城勇士,综合,购买王城勇士特权,达标,购买特权,1,5,,,,,,,,1,,
33400,荣耀战神,综合,购买荣耀战神特权,达标,购买特权,2,5,,,,,,,,1,,
33500,圣武天王,综合,购买圣武天王特权,达标,购买特权,3,5,,,,,,,,1,,
33600,至尊主宰,综合,购买至尊主宰特权,达标,购买特权,4,5,,,,,,,,1,,
33700,鬼斧神工(一),装备,将装备强化+1,达标,装备强化,1,5,,,,,,,,2,,
33800,鬼斧神工(二),装备,将装备强化+3,达标,装备强化,3,5,,,,,,,,2,,
33900,鬼斧神工(三),装备,将装备强化+5,达标,装备强化,5,5,,,,,,,,2,,
34000,鬼斧神工(四),装备,将装备强化+7,达标,装备强化,7,5,,,,,,,,2,,
34100,鬼斧神工(五),装备,将装备强化+10,达标,装备强化,10,5,,,,,,,,2,,
34200,登峰造极(一),综合,将技能提升到2级,达标,技能升级,2,5,,,,,,,,2,,
34300,登峰造极(二),综合,将技能提升到3级,达标,技能升级,3,5,,,,,,,,2,,
34400,登峰造极(三),综合,将技能提升到4级,达标,技能升级,4,5,,,,,,,,2,,
34500,活力无限(一),综合,补充1点活力值,活力值补充,ANY,1,5,,,,,,,,2,,
34600,活力无限(二),综合,补充100点活力值,活力值补充,ANY,100,5,,,,,,,,2,,
34700,活力无限(三),综合,补充1000点活力值,活力值补充,ANY,1000,5,,,,,,,,2,,
34800,活力无限(四),综合,补充10000点活力值,活力值补充,ANY,10000,5,,,,,,,,2,,
34900,活力无限(五),综合,补充100000点活力值,活力值补充,ANY,100000,5,,,,,,,,2,,
35000,驰骋天涯(一),综合,骑术等级到达5级,达标,骑术等级,5,5,,,,,,,,2,,
35100,驰骋天涯(二),综合,骑术等级到达10级,达标,骑术等级,10,5,,,,,,,,2,,
35200,驰骋天涯(三),综合,骑术等级到达20级,达标,骑术等级,20,5,,,,,,,,2,,
35300,驰骋天涯(四),综合,骑术等级到达50级,达标,骑术等级,50,5,,,,,,,,2,,
35400,偷天换日(一),装备,合成1件装备,合成装备,ANY,1,5,,,,,,,,2,,
35500,偷天换日(二),装备,合成10件装备,合成装备,ANY,10,5,,,,,,,,2,,
35600,偷天换日(三),装备,合成20件装备,合成装备,ANY,20,5,,,,,,,,2,,
35700,偷天换日(四),装备,合成50件装备,合成装备,ANY,50,5,,,,,,,,2,,
35800,偷天换日(五),装备,合成100件装备,合成装备,ANY,100,5,,,,,,,,2,,
35900,变废为宝(一),装备,回收1件装备,回收装备,ANY,1,5,,,,,,,,2,,
36000,变废为宝(二),装备,回收100件装备,回收装备,ANY,100,5,,,,,,,,2,,
36100,变废为宝(三),装备,回收1000件装备,回收装备,ANY,1000,5,,,,,,,,2,,
36200,变废为宝(四),装备,回收10000件装备,回收装备,ANY,10000,5,,,,,,,,2,,
36300,变废为宝(五),装备,回收100000件装备,回收装备,ANY,100000,5,,,,,,,,2,,
36400,炫彩中州(一),综合,收集1件装扮,激活装扮,ANY,1,5,,,,,,,,2,,
36500,炫彩中州(二),综合,收集5件装扮,激活装扮,ANY,5,5,,,,,,,,2,,
36600,藏宝图新秀,活动,参与藏宝图1次,参与藏宝图,ANY,1,5,,,,,,,,2,,
36700,藏宝图老手,活动,参与藏宝图100次,参与藏宝图,ANY,100,5,,,,,,,,2,,
36800,藏宝图先锋,活动,参与藏宝图1000次,参与藏宝图,ANY,1000,5,,,,,,,,2,,
36900,藏宝图高手,活动,参与藏宝图5000次,参与藏宝图,ANY,5000,5,,,,,,,,2,,
37000,藏宝图专家,活动,参与藏宝图10000次,参与藏宝图,ANY,10000,5,,,,,,,,2,,
37100,天元修士,综合,天元心法达到10级,达标,天元心法等级,10,5,,,,,,,,2,,
37200,天元武者,综合,天元心法达到20级,达标,天元心法等级,20,5,,,,,,,,2,,
37300,天元大师,综合,天元心法达到30级,达标,天元心法等级,30,5,,,,,,,,2,,
37400,天元宗师,综合,天元心法达到40级,达标,天元心法等级,40,5,,,,,,,,2,,
37500,天元圣者,综合,天元心法达到50级,达标,天元心法等级,50,5,,,,,,,,2,,
